,번호,이름,수능점수,내신점수,1학년점수,1순위,2순위,3순위,4순위,5순위,6순위,7순위,8순위,9순위,10순위,가중Score
1221,1222,믇쌢쐖,67,73,63,화학공학부,기계설계공학부(나노바이오기계시스템공학),항공우주공학과,토목/환경/자원.에너지공학부(토목공학),컴퓨터인공지능학부,유기소재섬유공학과,건축공학과,신소재공학부(정보소재공학),양자시스템공학과,기계시스템공학부,65.8
1222,1223,땹난푀,76,54,76,신소재공학부(금속시스템공학),융합기술공학부(IT융합기전공학),기계공학과,전자공학부,컴퓨터인공지능학부,건축공학과,유기소재섬유공학과,토목/환경/자원.에너지공학부(환경공학),신소재공학부(전자재료공학),도시공학과,76.0
1223,1224,먐쨒논,85,61,52,컴퓨터인공지능학부,양자시스템공학과,신소재공학부(정보소재공학),신소재공학부(금속시스템공학),기계설계공학부(나노바이오기계시스템공학),건축공학과,토목/환경/자원.에너지공학부(환경공학),소프트웨어공학과,토목/환경/자원.에너지공학부(토목공학),고분자.나노공학과,75.1
1224,1225,헟끦럾,63,100,21,유기소재섬유공학과,기계공학과,전기공학과,기계시스템공학부,융합기술공학부(IT융합기전공학),컴퓨터인공지능학부,토목/환경/자원.에너지공학부(토목공학),기계설계공학부(기계설계공학),소프트웨어공학과,바이오메디컬공학부,50.39999999999999
1225,1226,믢롎왇,67,52,100,컴퓨터인공지능학부,기계시스템공학부,토목/환경/자원.에너지공학부(자원.에너지공학),도시공학과,기계설계공학부(나노바이오기계시스템공학),신소재공학부(정보소재공학),건축공학과,바이오메디컬공학부,기계설계공학부(기계설계공학),신소재공학부(전자재료공학),76.9
1226,1227,졪좮괭,60,86,100,건축공학과,소프트웨어공학과,신소재공학부(정보소재공학),기계공학과,전자공학부,신소재공학부(전자재료공학),토목/환경/자원.에너지공학부(자원.에너지공학),항공우주공학과,융합기술공학부(IT응용시스템공학),도시공학과,72.0
1227,1228,샟쒜쿓,70,99,51,신소재공학부(전자재료공학),기계설계공학부(기계설계공학),신소재공학부(금속시스템공학),바이오메디컬공학부,고분자.나노공학과,건축공학과,항공우주공학과,양자시스템공학과,컴퓨터인공지능학부,융합기술공학부(IT융합기전공학),64.3
1228,1229,흣뮅및,78,94,71,컴퓨터인공지능학부,전기공학과,유기소재섬유공학과,신소재공학부(금속시스템공학),융합기술공학부(IT융합기전공학),기계시스템공학부,도시공학과,기계공학과,소프트웨어공학과,토목/환경/자원.에너지공학부(토목공학),75.89999999999999
1229,1230,쫏와쳺,61,96,61,컴퓨터인공지능학부,기계시스템공학부,화학공학부,기계설계공학부(나노바이오기계시스템공학),신소재공학부(정보소재공학),유기소재섬유공학과,건축공학과,양자시스템공학과,전자공학부,토목/환경/자원.에너지공학부(환경공학),61.0
1230,1231,꼭컘칂,70,69,73,도시공학과,컴퓨터인공지능학부,신소재공학부(전자재료공학),신소재공학부(정보소재공학),토목/환경/자원.에너지공학부(자원.에너지공학),토목/환경/자원.에너지공학부(환경공학),항공우주공학과,토목/환경/자원.에너지공학부(토목공학),고분자.나노공학과,건축공학과,70.9
1231,1232,륜뼫솴,72,76,70,산업정보시스템공학과,컴퓨터인공지능학부,융합기술공학부(IT응용시스템공학),유기소재섬유공학과,기계설계공학부(나노바이오기계시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),전기공학과,신소재공학부(금속시스템공학),기계설계공학부(기계설계공학),전자공학부,71.4
1232,1233,왅뢫펕,84,74,73,기계시스템공학부,신소재공학부(금속시스템공학),전기공학과,기계설계공학부(기계설계공학),소프트웨어공학과,양자시스템공학과,도시공학과,컴퓨터인공지능학부,화학공학부,융합기술공학부(IT응용시스템공학),80.69999999999999
1233,1234,슫퍊끢,81,87,80,신소재공학부(금속시스템공학),전자공학부,기계설계공학부(나노바이오기계시스템공학),토목/환경/자원.에너지공학부(자원.에너지공학),산업정보시스템공학과,고분자.나노공학과,토목/환경/자원.에너지공학부(토목공학),신소재공학부(전자재료공학),항공우주공학과,신소재공학부(정보소재공학),80.69999999999999
1234,1235,돐멩틎,56,58,91,신소재공학부(금속시스템공학),유기소재섬유공학과,신소재공학부(전자재료공학),컴퓨터인공지능학부,양자시스템공학과,항공우주공학과,융합기술공학부(IT융합기전공학),기계공학과,고분자.나노공학과,기계설계공학부(나노바이오기계시스템공학),66.5
1235,1236,늪봵퀬,59,51,68,기계공학과,토목/환경/자원.에너지공학부(환경공학),산업정보시스템공학과,소프트웨어공학과,기계설계공학부(나노바이오기계시스템공학),항공우주공학과,기계시스템공학부,화학공학부,토목/환경/자원.에너지공학부(토목공학),도시공학과,61.699999999999996
1236,1237,켬깁슂,60,88,71,기계공학과,유기소재섬유공학과,융합기술공학부(IT응용시스템공학),신소재공학부(정보소재공학),전기공학과,컴퓨터인공지능학부,기계시스템공학부,신소재공학부(금속시스템공학),화학공학부,토목/환경/자원.에너지공학부(자원.에너지공학),63.3
1237,1238,튉햞궅,58,69,68,전자공학부,신소재공학부(금속시스템공학),기계시스템공학부,신소재공학부(정보소재공학),기계공학과,유기소재섬유공학과,전기공학과,토목/환경/자원.에너지공학부(토목공학),도시공학과,기계설계공학부(기계설계공학),60.99999999999999
1238,1239,띀탔켨,78,76,79,기계설계공학부(기계설계공학),도시공학과,건축공학과,토목/환경/자원.에너지공학부(자원.에너지공학),토목/환경/자원.에너지공학부(환경공학),기계공학과,융합기술공학부(IT융합기전공학),양자시스템공학과,항공우주공학과,고분자.나노공학과,78.3
1239,1240,팻풿끟,79,75,89,컴퓨터인공지능학부,신소재공학부(금속시스템공학),신소재공학부(전자재료공학),융합기술공학부(IT응용시스템공학),기계공학과,산업정보시스템공학과,전기공학과,토목/환경/자원.에너지공학부(토목공학),양자시스템공학과,기계설계공학부(나노바이오기계시스템공학),82.0
1240,1241,촏왚헱,78,75,76,화학공학부,유기소재섬유공학과,기계공학과,기계시스템공학부,컴퓨터인공지능학부,산업정보시스템공학과,신소재공학부(전자재료공학),바이오메디컬공학부,항공우주공학과,전기공학과,77.39999999999999
1241,1242,잴띥펇,66,49,69,컴퓨터인공지능학부,기계시스템공학부,신소재공학부(금속시스템공학),기계공학과,산업정보시스템공학과,항공우주공학과,양자시스템공학과,바이오메디컬공학부,토목/환경/자원.에너지공학부(토목공학),신소재공학부(정보소재공학),66.89999999999999
1242,1243,씾혹쪭,84,65,64,기계설계공학부(기계설계공학),바이오메디컬공학부,항공우주공학과,기계시스템공학부,토목/환경/자원.에너지공학부(자원.에너지공학),유기소재섬유공학과,전기공학과,산업정보시스템공학과,소프트웨어공학과,화학공학부,78.0
1243,1244,괂곂젻,63,72,82,전기공학과,소프트웨어공학과,토목/환경/자원.에너지공학부(환경공학),산업정보시스템공학과,바이오메디컬공학부,기계설계공학부(기계설계공학),양자시스템공학과,기계설계공학부(나노바이오기계시스템공학),신소재공학부(금속시스템공학),신소재공학부(정보소재공학),68.69999999999999
1244,1245,왦궆헙,54,73,74,기계설계공학부(기계설계공학),유기소재섬유공학과,신소재공학부(정보소재공학),기계공학과,산업정보시스템공학과,신소재공학부(전자재료공학),도시공학과,전자공학부,건축공학과,바이오메디컬공학부,60.0
1245,1246,휒픒떛,66,71,91,전자공학부,토목/환경/자원.에너지공학부(환경공학),산업정보시스템공학과,기계설계공학부(나노바이오기계시스템공학),융합기술공학부(IT응용시스템공학),도시공학과,화학공학부,신소재공학부(정보소재공학),고분자.나노공학과,신소재공학부(전자재료공학),73.5
1246,1247,똆꿎놸,60,72,74,소프트웨어공학과,신소재공학부(금속시스템공학),전자공학부,토목/환경/자원.에너지공학부(자원.에너지공학),건축공학과,항공우주공학과,기계시스템공학부,신소재공학부(정보소재공학),토목/환경/자원.에너지공학부(토목공학),컴퓨터인공지능학부,64.2
1247,1248,묺퉨긭,73,81,22,바이오메디컬공학부,토목/환경/자원.에너지공학부(환경공학),신소재공학부(금속시스템공학),화학공학부,고분자.나노공학과,신소재공학부(전자재료공학),기계공학과,융합기술공학부(IT융합기전공학),신소재공학부(정보소재공학),전자공학부,57.699999999999996
1248,1249,쵩윝띛,55,82,77,고분자.나노공학과,도시공학과,신소재공학부(정보소재공학),산업정보시스템공학과,건축공학과,유기소재섬유공학과,신소재공학부(전자재료공학),토목/환경/자원.에너지공학부(환경공학),화학공학부,양자시스템공학과,61.599999999999994
1249,1250,쫶륁퐏,65,70,66,기계공학과,바이오메디컬공학부,화학공학부,도시공학과,융합기술공학부(IT응용시스템공학),소프트웨어공학과,기계시스템공학부,토목/환경/자원.에너지공학부(자원.에너지공학),신소재공학부(금속시스템공학),컴퓨터인공지능학부,65.3
1250,1251,걼픽뎡,71,66,34,기계시스템공학부,신소재공학부(금속시스템공학),소프트웨어공학과,화학공학부,항공우주공학과,바이오메디컬공학부,유기소재섬유공학과,고분자.나노공학과,기계설계공학부(기계설계공학),기계설계공학부(나노바이오기계시스템공학),59.89999999999999
1251,1252,롱웂짟,78,93,67,산업정보시스템공학과,건축공학과,토목/환경/자원.에너지공학부(토목공학),소프트웨어공학과,융합기술공학부(IT응용시스템공학),토목/환경/자원.에너지공학부(환경공학),컴퓨터인공지능학부,신소재공학부(금속시스템공학),전자공학부,기계시스템공학부,74.69999999999999
